FUND_NAME,LP_NAME,NOTICE_DATE,FUND_NAME,DUE_DATE,INVESTMENT_AMOUNT,AMOUNT_DUE,UNFUNDED_COMMITMENT,COMMITMENT_AMOUNT,UNDRAWN_COMMITMENT_BEFORE
EGT EQT Fund Management S.àr.l.,NEWVEST VINTAGE 2022 AGGREGATOR PE 50 LP,14 July 2023,"EQT X (No.2) USD SCSp (the ""Partnership"")",18 July 2023,"28,166.48","28,166.48","28,166.48","5,000,000.00","4,416,007.41"
